scholarship_id,university_id,name,level,eligibility,award_type,award_value,currency,deadline,requirements,description,url
S_UK053_01,UK053,International Student Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,2000.00,GBP,2026-04-15,"Must be a self-funded international student; hold an offer for a full-time undergraduate degree; academic achievement equivalent to ABB at A-Level; must have paid the tuition deposit by the specified deadline.","An automatic merit award designed to attract high-achieving international students to Oxford Brookes. It provides a flat-rate discount on first-year tuition for students who secure their place early in the 2026 cycle.","https://www.brookes.ac.uk"
S_UK055_01,UK055,Global Talent Scholarship,PG,International (Non-EU) fee status,Tuition Reduction,3000.00,GBP,2026-07-15,"Hold an offer for a Master's degree in Law, Business, or Economics; minimum 1st class honors or equivalent; separate application required; must not be receiving a full government scholarship.","Awarded by Queen Mary University of London to attract elite global graduates. This scholarship supports students joining a high-ranking Russell Group institution in London, providing a significant reduction in postgraduate fees.","https://www.qmul.ac.uk"
S_UK056_01,UK056,International Office Undergraduate Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,2500.00-3000.00,GBP,2026-06-30,"Must be a new international student entering Year 1; self-funding status; awarded based on academic merit (equivalent to AAB at A-Level); no separate application required for most programs as assessment is automatic.","Queen's University Belfast offers this annual reduction to high-achieving international undergraduates. The award is applied for each year of study (up to 4 years), totaling up to £12,000 in tuition savings for a standard degree.","https://www.qub.ac.uk"
S_UK061_01,UK061,RVC International Scholarship,UG,International students in BSc Bio-Sciences,Tuition Reduction,5000.00,GBP,2026-04-01,"Hold an offer for BSc Biological Sciences or Bioveterinary Sciences; outstanding academic results; separate application with 500-word statement on 'How I will improve global animal welfare'; must be an overseas fee-payer.","A competitive merit award for students joining the world-leading Royal Veterinary College. It aims to support international students who demonstrate a passion for veterinary and biological sciences and global health.","https://www.rvc.ac.uk"
S_UK062_01,UK062,Transform Together Scholarship,UG,International (Non-EU) fee status,Tuition Waiver,50%,GBP,2026-05-31,"Exceptional academic achievement; separate application required; must demonstrate leadership and how the student will represent SHU as an ambassador; available for all full-time undergraduate and postgraduate courses.","Sheffield Hallam’s flagship award providing a 50% tuition reduction for the first year. It is highly competitive and focuses on students who can prove they will make a significant impact on the university community and their future industry.","https://www.shu.ac.uk"
S_UK063_01,UK063,SOAS International Excellence Scholarship,PG,International (Non-EU) fee status,Tuition Reduction,5000.00,GBP,2026-05-15,"Must hold an offer for a full-time taught Master's program; minimum 1st class honors or equivalent; submission of a 500-word essay on 'Global Challenges and the Role of SOAS'; open to specific regions including Africa and Asia.","A prestigious merit-based award designed for global leaders studying at SOAS. It focuses on students specializing in languages, cultures, and societies of Africa, Asia, and the Middle East, recognizing academic brilliance.","https://www.soas.ac.uk"
S_UK068_01,UK068,Excellence in Excellence Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,6000.00,GBP,2026-01-31,"Must hold an offer for an undergraduate degree; outstanding entry grades (A*AA equivalent); separate application required; must have Swansea University as a firm choice on UCAS; paid over the duration of the degree.","Swansea University's highest merit award for undergraduates, rewarding global academic high-flyers. The scholarship provides £2,000 per year for up to three years, totaling £6,000 in tuition fee credits.","https://www.swansea.ac.uk"
S_UK071_01,UK071,Buckingham International Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,2500.00,GBP,2026-07-15,"Must be a self-funding international student; hold an offer for a full-time undergraduate program; academic achievement equivalent to BBB at A-Level; must demonstrate high motivation in a 300-word personal statement.","A merit-based award designed to support international students joining the UK's first independent university. This scholarship provides a tuition fee reduction for the first year of study for the 2026 intake.","https://www.buckingham.ac.uk"
S_UK072_01,UK072,Lord Blunkett International Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,2000.00,GBP,2026-06-30,"Must hold an offer for a full-time LLB or undergraduate law degree; international fee-payer status; 500-word statement on 'The importance of the rule of law in a globalized society'; academic achievement equivalent to ABB at A-Level.","A prestigious award from The University of Law aimed at supporting international students who demonstrate a passion for legal practice and justice. This award provides a first-year tuition fee reduction for the 2026 intake.","https://www.law.ac.uk"
S_UK073_01,UK073,Northampton International Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,2000.00,GBP,2026-08-01,"Available to self-funding international students; hold an offer for a full-time undergraduate degree; academic achievement equivalent to BBC at A-Level; automatic assessment upon admission for most programs.","An automatic merit award designed to attract high-achieving international students to the University of Northampton. It provides a flat-rate discount on first-year tuition for students who secure their place for the 2026 cycle.","https://www.northampton.ac.uk"
S_UK074_01,UK074,Salford International Excellence Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,1000.00-5000.00,GBP,2026-06-15,"Must hold an offer for a full-time undergraduate degree; separate application form; 500-word personal statement detailing academic and extracurricular success; available for most faculties including health and engineering.","Salford offers this tiered award to support international students from diverse backgrounds. The scholarship is aimed at students who demonstrate academic merit and a desire to contribute to the Greater Manchester community.","https://www.salford.ac.uk"
S_UK075_01,UK075,International Undergraduate Merit Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,50%,GBP,2026-04-13,"Exceptional academic achievement (A*AA equivalent); separate application including a 500-word statement; must hold an offer for an undergraduate degree; available for all subjects except Medicine and Dentistry.","One of Sheffield’s most generous awards, offering a 50% tuition fee waiver for each year of study. It targets the highest-achieving international students globally to promote academic excellence and diversity within the Sheffield cohort.","https://www.sheffield.ac.uk"
S_UK076_01,UK076,International Ambassador Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,5000.00,GBP,2026-07-01,"Must be an international fee-payer; hold an offer for an undergraduate degree; 500-word statement on how you will act as a university ambassador; academic achievement equivalent to BBB at A-level or higher.","University of West London provides this competitive award to support students who will promote the university globally. The scholarship is aimed at students who demonstrate academic merit and strong leadership potential.","https://www.uwl.ac.uk"
S_UK078_01,UK078,Worcester International Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,1000.00-3000.00,GBP,2026-05-31,"Must hold an offer for a full-time undergraduate degree; academic merit based on high school grades (equivalent to BBB or higher); automatic assessment at point of offer for most programs.","This merit-based award supports international students pursuing degrees in education, health, and social sciences. The scholarship provides a tiered reduction in the first year of tuition fees, recognizing high-performing students.","https://www.worcester.ac.uk"
S_UK080_01,UK080,UCL Global Undergraduate Scholarship,UG,International (Non-EU) fee status from low-income backgrounds,Full Funding,25000.00-30000.00,GBP,2026-04-24,"Financial need (household income below £25,000 equivalent); hold an offer for a full-time UG degree; academic merit; separate application via the UCL scholarship portal including evidence of financial status.","A transformative award covering full tuition fees and living costs for the duration of the degree. It is designed to enable exceptionally talented international students from disadvantaged backgrounds to access world-class education at UCL.","https://www.ucl.ac.uk"
S_UK080_02,UK080,UCL Global Masters Scholarship,PG,International (Non-EU) fee status from low-income backgrounds,Tuition Reduction,15000.00,GBP,2026-05-08,"Evidence of financial hardship; admission to a full-time Master's program; minimum 2:1 undergraduate degree; separate application required; must be a new student to UCL.","This scholarship aims to support international postgraduates who would otherwise be unable to fund their studies at UCL. It provides a significant one-off payment of £15,000 towards the total cost of tuition.","https://www.ucl.ac.uk"
S_UK081_01,UK081,UCA Creative Europe/International Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,2000.00-5000.00,GBP,2026-05-31,"Must hold an offer for a full-time BA (Hons) degree; high-quality digital portfolio; 500-word statement on 'The future of the creative industries'; academic achievement equivalent to BBC at A-Level.","Designed for exceptional creative talent joining the University for the Creative Arts. This award recognizes artistic potential and provides a reduction in the first year of tuition for 2026 entry.","https://www.uca.ac.uk"
S_UK082_01,UK082,Aberdeen Global Scholarship,PG,International (Non-EU) fee status,Tuition Reduction,3000.00-8000.00,GBP,2026-07-31,"Must be a self-funding international fee payer; hold an offer for a taught Master's program; value tiered based on the applicant's country of residence and academic merit (minimum 2:1 equivalent).","A tiered tuition fee reduction designed to help make postgraduate study in Scotland more affordable. The award is applied directly to the fee and varies based on the student's geographic region and prior grades.","https://www.abdn.ac.uk"
S_UK083_01,UK083,Chancellor's Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,2000.00,GBP,2026-01-31,"Exceptional academic achievement equivalent to A*A*A at A-Level; must have applied via UCAS by the January deadline; automatic assessment for eligible candidates; limited to specific faculties including Science and Engineering.","This prestigious award recognizes the highest academic achievers entering the University of Bath. It provides a £2,000 tuition reduction for the first year of study, rewarding students who excel in STEM disciplines.","https://www.bath.ac.uk"
S_UK085_01,UK085,Global Masters Scholarship,PG,International (Non-EU) fee status from specific regions,Tuition Reduction,2000.00,GBP,2026-06-30,"Must be a resident of an eligible country (e.g. India, Nigeria, USA); hold an offer for a full-time taught Master's; academic achievement (equivalent to 1st class honors); automatic assessment upon admission.","Birmingham offers these region-specific awards to attract top global graduates. The scholarship recognizes academic excellence and is applied as a credit toward the total tuition fee for the 2026/27 academic year.","https://www.birmingham.ac.uk"
S_UK086_01,UK086,Vice-Chancellor's Award for Excellence,UG,International students from selected countries,Tuition Reduction,3000.00-5000.00,GBP,2026-05-31,"International fee payer; admission to an undergraduate degree; academic merit based on high school transcripts; 500-word personal statement; available for China, India, Nigeria, and Pakistan applicants.","A targeted merit award at the University of Bradford designed to support students from key international regions. The award provides a substantial fee reduction for the first year of study in technology and management faculties.","https://www.bradford.ac.uk"
S_UK089_01,UK089,Think Big Undergraduate Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,6500.00-13000.00,GBP,2026-02-27,"Must hold an offer for a full-time undergraduate degree; separate application form; 3 essays (200 words each) on leadership, career goals, and community impact; available for all subjects except clinical programs.","Bristol's flagship international scheme. It offers substantial tuition fee waivers of up to £13,000 per year for the duration of the degree, aimed at students who demonstrate they can 'Think Big' and impact the world.","https://www.bristol.ac.uk"
S_UK089_02,UK089,Think Big Postgraduate Scholarship,PG,International (Non-EU) fee status,Tuition Reduction,6500.00-26000.00,GBP,2026-04-24,"Must hold an offer for a full-time taught Master's; separate application including impact essays; hold a minimum 2:1 degree or equivalent; tiered award values including some full-tuition waivers.","A highly competitive award for international postgraduates at Bristol. It provides significant tuition credits (up to £26,000) to support global graduates who show promise in leadership and academic research across all faculties.","https://www.bristol.ac.uk"
S_UK090_01,UK090,Cambridge Trust International Scholarships,UG,International (Non-EU) fee status,Full Funding,45000.00,GBP,2026-01-15,"Admission to a Cambridge College; exceptional academic achievement (A*A*A* equivalent); high financial need; separate application usually required via the COPA or UCAS portal; available for all disciplines.","A world-class scholarship covering 100% of international tuition fees and a monthly living stipend. Awarded to the absolute highest tier of global applicants to Cambridge who demonstrate potential for transformative leadership.","https://www.cambridgetrust.org"
S_UK090_02,UK090,Gates Cambridge Scholarship,PG,International (Non-UK) students,Full Funding,50000.00,GBP,2026-01-07,"Admission to a PhD or Master's program; outstanding intellectual ability; leadership potential; commitment to improving the lives of others; separate application including a 500-word statement and reference.","One of the world's most prestigious postgraduate awards. It provides full cost-of-attendance (fees and maintenance) for talented graduates from outside the UK to pursue advanced study and research at the University of Cambridge.","https://www.gatescambridge.org"
S_UK111_01,UK111,UCLan Global Merit Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,2000.00,GBP,2026-08-01,"Must be a self-funding international student; hold an offer for a full-time undergraduate degree; academic achievement equivalent to BBB at A-Level; no separate application required as assessment is automatic based on admission documents.","A merit-based award designed to support international students joining the University of Central Lancashire. The scholarship provides a flat-rate reduction in the first-year tuition fee to recognize academic potential and support global student diversity.","https://www.uclan.ac.uk"
S_UK112_01,UK112,International Undergraduate Merit Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,2500.00,GBP,2026-06-15,"Must hold an offer for a full-time undergraduate degree; academic excellence equivalent to AAB at A-Level; separate application required including a personal statement; available for Engineering, Business, and Science faculties.","A prestigious merit award at the University of Leeds. It provides a £2,500 reduction in the first-year tuition fee for students who have demonstrated significant academic dedication and potential to represent the university globally.","https://www.leeds.ac.uk"
S_UK113_01,UK113,Citizens of the World Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,3000.00-5000.00,GBP,2026-05-31,"International fee-payer status; hold an offer for an undergraduate degree; 500-word statement on 'How you will change the world'; tiered award based on academic achievement (AAB or higher).","Leicester's primary award for international students who demonstrate not only academic brilliance but a commitment to global citizenship. The scholarship provides a tiered reduction in the first-year tuition fee.","https://le.ac.uk"
S_UK115_01,UK115,Vice-Chancellor's International Attainment Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,3000.00,GBP,2026-07-01,"Available for all non-clinical undergraduate programs; must have achieved grades equivalent to AAB at A-Level; automatic assessment at the point of admission; must be a self-funded international student.","This award recognizes the high academic standards of international students joining the University of Liverpool. It provides a £3,000 reduction in the first-year tuition fee to support students across the Humanities and Sciences.","https://www.liverpool.ac.uk"
S_UK117_01,UK117,Global Futures Scholarship,UG,International (Non-EU) fee status from selected countries,Tuition Reduction,5000.00,GBP,2026-05-20,"Must be a resident of an eligible country (e.g. India, Nigeria, USA); hold an offer for a full-time undergraduate degree; academic excellence (AAA equivalent); separate application required via the university portal.","Manchester’s premier international merit award. It provides £5,000 per year for up to three years (total £15,000), targeting high-performing students who intend to use their Manchester education to impact their home regions.","https://www.manchester.ac.uk"
S_UK117_02,UK117,Global Futures Scholarship,PG,International (Non-EU) fee status from selected countries,Tuition Reduction,6000.00-10000.00,GBP,2026-06-01,"Hold an offer for a full-time taught Master's; hold a minimum 2:1 undergraduate degree; separate application including a 500-word impact statement; available for most subject areas in Humanities and Science.","A high-value award for international postgraduates entering Manchester. It aims to support exceptional global graduates in pursuing advanced taught programs, providing a significant reduction in total Master's tuition fees.","https://www.manchester.ac.uk"
S_UK119_01,UK119,International Undergraduate Excellence Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,2000.00-6000.00,GBP,2026-04-15,"Academic achievement equivalent to AAB at A-Level; separate application including a 500-word statement on academic and extracurricular success; available for most undergraduate programs.","Nottingham offers tiered tuition reductions to reward international high-flyers. This award recognizes academic potential and helps talented students access the university's research-led environment and global community.","https://www.nottingham.ac.uk"
S_UK120_01,UK120,Clarendon Fund Scholarship,PG,All International and Home applicants,Full Funding,48000.00,GBP,2026-01-23,"Admission to an Oxford Master's or DPhil program; outstanding academic record; high potential for future research; no separate application required as all eligible candidates are automatically considered via their course application.","Oxford's flagship graduate scholarship scheme. It covers 100% of course fees and provides a generous annual grant for living costs (stipend) for the duration of the degree, supporting the brightest minds from across the world.","https://www.ox.ac.uk"
S_UK120_02,UK120,Reach Oxford Scholarship,UG,International students from low-income countries,Full Funding,45000.00,GBP,2026-02-11,"Financial need; resident of a developing nation; hold an offer for a full-time UG degree; academic excellence (A*AA equivalent); separate application required after receiving a course offer.","A transformative award covering full tuition fees, a living stipend, and an annual return airfare. It is designed to enable exceptionally talented students from low-income countries to access an Oxford undergraduate education.","https://www.ox.ac.uk"
S_UK120_03,UK120,Rhodes Scholarship,PG,International students from selected constituencies,Full Funding,55000.00,GBP,2026-10-01,"Graduating seniors or recent graduates; outstanding intellectual ability; character and leadership; separate, highly competitive application process including interviews; age and residency restrictions apply.","The oldest and arguably most prestigious international scholarship in the world. It provides full funding for two or more years of study at Oxford, bringing together young leaders of extraordinary character to tackle global challenges.","https://www.rhodeshouse.ox.ac.uk"
S_UK121_01,UK121,"International Academic Excellence Scholarship",UG,"International (Non-EU) fee status",Tuition Reduction,50% Discount,GBP,2026-06-30,"Must hold an offer for a full-time undergraduate degree; academic achievement equivalent to AAB at A-Level; separate application required including a personal statement; must maintain a high grade average for renewal.","A prestigious merit-based award designed to recognize and reward exceptionally high-achieving international students entering the University of Plymouth. The scholarship covers half of the tuition fees for the first year of study.","https://www.plymouth.ac.uk"
S_UK122_01,UK122,"Vice-Chancellor's Global Development Scholarship",UG,"International (Non-EU) fee status from selected regions",Tuition Reduction,2500.00,GBP,2026-06-01,"Must be a self-funding student from an eligible region (e.g. South Asia, SE Asia, Africa); hold an offer for a full-time campus-based undergraduate degree; automatic assessment based on the application for admission.","This scholarship aims to support global diversity and development at the University of Portsmouth. It provides a flat-rate reduction in the first-year tuition fee for students from developing regions.","https://www.port.ac.uk"
S_UK122_02,UK122,"Vice-Chancellor's Global Development Scholarship",PG,"International (Non-EU) fee status from selected regions",Tuition Reduction,2500.00,GBP,2026-07-01,"Hold an offer for a full-time taught Master's program; minimum 2:2 undergraduate degree equivalent; automatic assessment at the point of admission; applicable to first-year tuition fees only for campus-based courses.","A targeted financial award for international postgraduates entering Portsmouth. It is designed to reduce the financial barrier for talented graduates from selected international regions, fostering an inclusive academic community.","https://www.port.ac.uk"
S_UK123_01,UK123,"Reading Excellence Scholarship",PG,"International (Non-EU) fee status",Tuition Reduction,2000.00-8000.00,GBP,2026-06-15,"Must hold an offer for a full-time taught Master's; academic achievement equivalent to a UK 2:1 or First Class degree; tiered award value based on the strength of the previous academic record; separate application form required.","The University of Reading's primary postgraduate award for international students. It offers significant tuition fee reductions to reward academic excellence, with the highest values reserved for students demonstrating exceptional potential.","https://www.reading.ac.uk"
S_UK124_01,UK124,"Chancellor's International Development Scholarship",UG,"International (Non-EU) fee status from India, Africa, and SE Asia",Tuition Reduction,2500.00,GBP,2026-08-31,"Must be a self-funding student from an eligible country; hold an offer for a full-time undergraduate degree; no separate application required as assessment is automatic upon admission; must be for on-campus study.","A developmental award from the University of South Wales designed to support students from key global regions. It provides a significant reduction in first-year tuition fees to help students transition into the UK higher education system.","https://www.southwales.ac.uk"
S_UK125_01,UK125,"Southampton International Merit Scholarship",UG,"International (Non-EU) fee status",Tuition Reduction,3000.00,GBP,2026-08-31,"Must hold an offer for an undergraduate degree within the Faculty of Arts, Humanities, or Engineering; academic achievement equivalent to A*AA at A-Level; automatic assessment at the point of admission.","Recognizing the academic caliber of global applicants, this merit-based scholarship provides a £3,000 discount on the first year's tuition fees at the University of Southampton, specifically targeting high-performers in technical and creative fields.","https://www.southampton.ac.uk"
S_UK126_01,UK126,"International Excellence Scholarship",UG,"International (Non-EU) fee status",Tuition Reduction,4000.00,GBP,2026-02-01,"Separate application required including a 500-word statement on leadership; must hold an offer for a full-time UG degree; academic excellence equivalent to AAA at A-Level; highly competitive selection process.","St Andrews' premier award for international undergraduates. It targets students who demonstrate not only academic brilliance but also the potential to be a global leader, providing a substantial reduction in annual tuition fees.","https://www.st-andrews.ac.uk"
S_UK127_01,UK127,"Marjon International Scholarship",UG,"International (Non-EU) fee status",Tuition Reduction,1500.00,GBP,2026-07-31,"Must hold a conditional or unconditional offer; assessed through the application personal statement; academic achievement equivalent to BCC at A-level; must be an international fee payer.","A bursary at St Mark & St John (Marjon) designed to support international undergraduate students with the costs of studying in Plymouth. The award is based on academic potential and the strength of the personal statement.","https://www.marjon.ac.uk"
S_UK127_02,UK127,"Marjon International Scholarship",PG,"International (Non-EU) fee status",Tuition Reduction,1500.00,GBP,2026-07-31,"Must hold an offer for a Taught Master's; minimum 2:2 honors degree or equivalent; assessed through the postgraduate application statement; available for most taught Master's programs.","This award provides financial support for international postgraduate students entering Marjon. It aims to increase campus diversity and support talented graduates in pursuing further specialization in the UK.","https://www.marjon.ac.uk"
S_UK128_01,UK128,"SMART Scholarship",UG,"International (Non-EU) fee status",Tuition Reduction,2000.00,GBP,2026-08-15,"Must be a self-funding international student; hold an offer for a full-time undergraduate degree; academic achievement equivalent to a 2:1 at A-Level; automatic assessment based on admission documents.","The Staffordshire Merit Award for Regional Talent (SMART) is designed to recognize and support high-achieving global students. It provides a £2,000 reduction in the first-year tuition fee for students across all undergraduate faculties.","https://www.staffs.ac.uk"
S_UK129_01,UK129,"Postgraduate International Excellence Scholarship",PG,"International (Non-EU) fee status",Tuition Reduction,4000.00,GBP,2026-08-31,"Hold an offer for a full-time taught Master's; hold a minimum 2:1 undergraduate degree equivalent; automatic assessment based on previous academic qualifications; applicable for all Stirling Master's programs.","Stirling offers this significant tuition reduction to reward international graduates with a strong academic track record. The award aims to assist talented students in pursuing advanced degrees within the university's research-led environment.","https://www.stir.ac.uk"
S_UK130_01,UK130,"Strathclyde Business School Masters Scholarship",PG,"International (Non-EU) fee status",Tuition Reduction,7000.00-10000.00,GBP,2026-05-31,"Hold an offer for a full-time Master's in the Business School; minimum 2:1 undergraduate degree; separate application including a personal statement on career goals; selection based on academic and professional experience.","One of Glasgow's most valuable business awards, this scholarship provides a significant fee reduction for international postgraduates. It aims to support the next generation of global business leaders entering Strathclyde's triple-accredited school.","https://www.strath.ac.uk"
S_UK131_01,UK131,"International Undergraduate Scholarship",UG,"International (Non-EU) fee status",Tuition Reduction,1000.00,GBP,2026-08-31,"Must be a self-funding student; hold an offer for a full-time undergraduate degree; automatic assessment based on admission documents; must be an international fee payer.","A merit-based award designed to support international students joining the University of Suffolk. The scholarship provides a flat-rate reduction in the first-year tuition fee to recognize academic potential.","https://www.uos.ac.uk"
S_UK132_01,UK132,"International Academic Masters Scholarship",PG,"International (Non-EU) fee status",Tuition Reduction,1400.00,GBP,2026-08-31,"Hold an offer for a full-time taught Master's program; minimum 2:2 honors degree or equivalent; automatic award for new self-funding postgraduate students based on academic merit.","A standard award at the University of Sunderland to reduce the cost of postgraduate study. This merit-based award helps talented international graduates pursue advanced research and specialized education in the UK.","https://www.sunderland.ac.uk"
S_UK133_01,UK133,"International Excellence Award",PG,"International (Non-EU) fee status",Tuition Reduction,5000.00,GBP,2026-05-31,"Hold an offer for a full-time taught Master's; academic excellence equivalent to a UK 1st Class degree; separate application form required via the Surrey online portal; available for most subject areas except clinical courses.","Surrey's flagship postgraduate award, providing a £5,000 reduction in tuition fees. It is designed to attract the highest tier of global graduates to Guildford, fostering an international environment of research and innovation.","https://www.surrey.ac.uk"
S_UK134_01,UK134,"Chancellor's International Scholarship",PG,"International (Non-EU) fee status",Tuition Reduction,5000.00,GBP,2026-05-01,"Academic achievement equivalent to a UK 1st Class degree; hold an offer for a full-time Master's; separate application including a personal statement on academic goals; highly competitive and awarded based on merit.","A prestigious award at the University of Sussex, providing a significant reduction in Master's fees for the brightest international minds. It rewards academic excellence and targets students who will contribute to the university's research culture.","https://www.sussex.ac.uk"
S_UK135_01,UK135,"UAL International Postgraduate Scholarship",PG,"International fee-payers from low-income countries",Full Funding,50000.00,GBP,2026-06-12,"Hold an offer for an eligible MA/MSc; must be a resident of a qualifying low-income nation; demonstrated financial need; separate application including a creative portfolio and personal statement.","A transformative full-funding award covering 100% of tuition fees and providing a generous living stipend. It is designed to enable the most creative minds from developing countries to access a world-leading arts education in London.","https://www.arts.ac.uk"
S_UK136_01,UK136,"UHI International Undergraduate Scholarship",UG,"International (Non-EU) fee status",Tuition Reduction,1000.00-4000.00,GBP,2026-08-31,"Selection based on personal statement provided during the admissions process; must be for full-time undergraduate study; academic equivalent of BBC at A-level.","Awards provided to support undergraduate students studying across the Highlands and Islands network. This scholarship is tiered based on academic merit and the candidate's potential to contribute to the UHI community.","https://www.uhi.ac.uk"
S_UK137_01,UK137,"Chancellor's Scholarship",PG,"International (Non-EU) fee status",Tuition Reduction,50% Discount,GBP,2026-05-31,"Academic excellence equivalent to a UK 1st Class degree; hold an offer for a full-time taught Master's; separate application required; must be willing to act as a student ambassador for the university.","UWE Bristol's premier postgraduate award. It provides a massive 50% discount on tuition fees for one year, targeting exceptional international graduates who have both academic brilliance and a commitment to representing the university globally.","https://www.uwe.ac.uk"
S_UK138_01,UK138,"UWS Global Excellence Scholarship",UG,"International (Non-EU) fee status",Tuition Reduction,1500.00,GBP,2026-08-31,"Awarded automatically upon offer of study based on previous qualifications (GPA 3.0+ equivalent); must be for full-time undergraduate study; available for on-campus programs.","A merit-based incentive to support high-achieving international undergraduate students at UWS. This award recognizes previous academic achievement and supports talented students in accessing higher education in Scotland.","https://www.uws.ac.uk"
S_UK139_01,UK139,"International Undergraduate Scholarship",UG,"International (Non-EU) fee status",Tuition Reduction,2000.00,GBP,2026-07-31,"Must be a self-funding international student; hold an offer for a full-time undergraduate degree; automatic assessment based on admission; applicable to all four campuses in Northern Ireland.","A standard merit-based award designed to support international students joining Ulster University. It provides a consistent flat-rate reduction in tuition fees for the first year of undergraduate study to help students settle into their new environment.","https://www.ulster.ac.uk"
S_UK140_01,UK140,"International Bursary",UG,"International (Non-EU) fee status",Tuition Reduction,2000.00,GBP,2026-08-31,"Available for all self-funding international students; hold an offer for a full-time undergraduate degree; automatically applied to the tuition fee invoice; no separate application required.","A guaranteed financial support award at the University of Wales Trinity St David. It provides a £2,000 reduction in tuition fees to make studying in Wales more accessible for the global student community.","https://www.uwtsd.ac.uk"
S_UK140_02,UK140,"International Bursary",PG,"International (Non-EU) fee status",Tuition Reduction,2000.00,GBP,2026-08-31,"Hold an offer for a full-time taught Master's; self-funding international student status; automatically applied to postgraduate fee invoices; valid for all campus locations in Wales and London.","This award ensures that international postgraduates receive consistent financial support when entering UWTSD. The bursary provides a flat-rate reduction in Master's tuition fees to assist with the costs of postgraduate research and study.","https://www.uwtsd.ac.uk"
S_UK141_01,UK141,"Warwick Undergraduate Global Excellence Scholarship",UG,"International (Non-EU) fee status",Tuition Reduction,"2000.00-10000.00",GBP,2026-03-20,"Must hold an offer for a full-time undergraduate degree; academic excellence equivalent to A*A*A at A-Level; separate application required including a 400-word statement on academic ambition and global contribution; highly competitive selection.","A tiered award designed to reward exceptional academic achievement in international undergraduate applicants. The scholarship provides a significant reduction in tuition fees for each year of the degree to support the world's brightest minds at Warwick.","https://warwick.ac.uk"
S_UK141_02,UK141,"Albukhary Undergraduate Scholarship",UG,"International fee status from selected developing countries",Full Funding,20000.00,GBP,2026-04-30,"Must demonstrate significant financial need; hold an offer for a full-time undergraduate degree; academic excellence (AAA equivalent); separate application required focusing on community impact and leadership potential.","A transformative scholarship that provides a substantial tuition fee reduction and a living stipend for students from developing nations who would otherwise be unable to afford a Warwick education.","https://warwick.ac.uk"
S_UK142_01,UK142,"Great Start Undergraduate Scholarship",UG,"International (Non-EU) fee status",Tuition Reduction,2000.00,GBP,2026-07-01,"Available for students from specific regions (India, Nigeria, Vietnam); hold a full-time undergraduate offer; academic achievement equivalent to BBB at A-Level; no separate application required as assessment is automatic.","This award is designed to provide an initial financial boost for international students entering Westminster. It helps reduce the first-year tuition fee, encouraging students from key global markets to join the London academic community.","https://www.westminster.ac.uk"
S_UK142_02,UK142,"International Postgraduate Part Fee Scholarship",PG,"International (Non-EU) fee status",Tuition Reduction,3000.00,GBP,2026-06-15,"Must hold an offer for a full-time taught Master's; minimum 2:1 undergraduate degree equivalent; separate application required via the university portal including a statement on academic goals and financial need.","A competitive merit award for international postgraduates entering the University of Westminster. It provides a flat-rate reduction in Master's tuition fees to attract talented graduates from around the world.","https://www.westminster.ac.uk"
S_UK143_01,UK143,"Lord Paul Undergraduate Excellence Scholarship",UG,"International (Non-EU) fee status",Tuition Reduction,1000.00-2000.00,GBP,2026-08-31,"Must be a self-funding international student; hold an offer for a full-time undergraduate degree; tiered award based on academic achievement (ABB or higher equivalent); automatic assessment at point of admission.","Named after the University's Chancellor, this award supports international undergraduates at Wolverhampton. It provides a tuition fee discount to reward academic excellence and help students with the cost of living in the UK.","https://www.wlv.ac.uk"
S_UK143_02,UK143,"Lord Paul Postgraduate Excellence Scholarship",PG,"International (Non-EU) fee status",Tuition Reduction,2000.00,GBP,2026-08-31,"Hold an offer for a full-time taught Master's; minimum 2:2 undergraduate degree equivalent; automatic assessment based on transcripts submitted during the application process; applicable to first-year fees only.","A dedicated scholarship for international Master's students at Wolverhampton. The award recognizes postgraduate potential and provides a significant reduction in tuition fees to make advanced study more accessible.","https://www.wlv.ac.uk"
S_UK144_01,UK144,"Be Exceptional Undergraduate Scholarship",UG,"International (Non-EU) fee status",Tuition Reduction,"2500.00-7500.00",GBP,2026-03-25,"Must hold an offer for a full-time undergraduate degree; academic excellence equivalent to AAB at A-Level; separate application required including a personal statement on 'How a York degree will help you change the world'.","York's premier undergraduate merit award. It provides a tiered reduction in tuition fees for each year of study, targeting high-performing students who demonstrate a commitment to making a positive global impact.","https://www.york.ac.uk"
